Region,Species,2024_Q1,2024_Q2,2024_Q3,2024_Q4,2023_Q1,2023_Q2,2023_Q3,2023_Q4,2022_Q1,2022_Q2,2022_Q3,2022_Q4,2021_Q1,2021_Q2,2021_Q3,2021_Q4,2020_Q1,2020_Q2,2020_Q3,2020_Q4,2019_Q1,2019_Q2,2019_Q3,2019_Q4,2018_Q1,2018_Q2,2018_Q3,2018_Q4,2017_Q1,2017_Q2,2017_Q3,2017_Q4,2016_Q1,2016_Q2,2016_Q3,2016_Q4,2015_Q1,2015_Q2,2015_Q3,2015_Q4,2014_Q1,2014_Q2,2014_Q3,2014_Q4,2013_Q1,2013_Q2,2013_Q3,2013_Q4,2012_Q1,2012_Q2,2012_Q3,2012_Q4,2011_Q1,2011_Q2,2011_Q3,2011_Q4,2010_Q1,2010_Q2,2010_Q3,2010_Q4,2009_Q1,2009_Q2,2009_Q3,2009_Q4,2008_Q1,2008_Q2,2008_Q3,2008_Q4,2007_Q1,2007_Q2,2007_Q3,2007_Q4,2006_Q1,2006_Q2,2006_Q3,2006_Q4,2005_Q1,2005_Q2,2005_Q3,2005_Q4,2004_Q1,2004_Q2,2004_Q3,2004_Q4,2003_Q1,2003_Q2,2003_Q3,2003_Q4,2002_Q1,2002_Q2,2002_Q3,2002_Q4
Region XI ,Hairtail ,3.945,3.945,0.39,7.5,,,,,1.0,1.0,1.0,1.0,0.03,0.03,0.03,0.03,1.12,1.12,1.12,1.12,0.32666666666666666,0.39,0.11,0.48,0.345,0.32,0.37,0.345,21.11,0.22,7.126666666666666,0.05,5.65,1.27,0.58,26.62,,,,,1.65,1.65,1.65,1.65,,,,,7.64,7.64,7.64,7.64,,,,,0.44,1.42,2.4,1.42,1.9,3.1,1.9,0.7,5.8100000000000005,6.62,5.0,5.8100000000000005,12.25,20.0,2.87,4.5,2.07,17.28,12.16,39.81,1.09,6.31,0.15,0.67,3.29,1.0,1.08,1.79,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0
Region XI ,Indian mackerel ,42.0,13.63,25.02,129.1,67.84,65.36,56.92,113.08,27.67,49.56,60.71,98.92,14.19,19.88,57.48,30.31,8.47,8.82,24.59,12.02,13.3,1.18,1.71,7.8,14.87,7.96,11.65,12.41,8.83,8.68,20.5,37.04,45.82,54.89,30.73,19.03,48.82,97.67,35.74,5.35,59.63,36.03,23.22,51.93,40.83,54.49,189.47,17.82,182.05,422.53,209.96,246.75,347.89,335.15,387.23,301.8,221.53,195.87,205.63,233.49,302.54,127.77,303.95,301.95,394.98,151.06,217.32,261.74,302.85,158.69,193.25,141.37,46.92,174.98,165.18,340.46,42.6,50.77,48.72,98.13,10.5,8.34,14.16,33.26,16.0,10.0,14.0,34.0,14.0,12.0,14.0,16.0
Region XI ,Bali sardinella ,7.92,3.985,0.05,3.985,0.03,0.57,1.04,2.52,0.7600000000000001,0.37,0.32,1.59,3.46,2.24,2.22,1.43,39.88,15.28,10.1,4.36,36.6,12.8,3.66,0.45,32.31,24.08,40.87,10.36,165.06,41.37,57.36,14.56,226.15,101.97,53.02,41.49,65.07,140.68,70.45,299.94,139.18,188.14,27.4,336.5,199.22,221.34,335.97,838.4,58.13,31.11,123.54,547.18,83.63,217.7,588.47,69.27,200.38,151.81,107.19,11.12,146.14,22.06,14.78,3.5,681.74,246.66,53.18,15.21,671.68,126.14,177.4,16.99,126.44,134.03,71.55,449.59,297.97,89.06,184.26,131.58,431.41,285.98,447.64,595.88,438.0,302.0,445.0,727.0,579.0,290.0,433.0,479.0
Region XI ,Indo-pacific mackerel ,5.62,29.39,52.91,29.30666666666666,,,,,10.625,1.69,10.625,19.56,,,,,3.06,3.06,3.06,3.06,1.8,1.8,1.8,1.8,1.105,1.21,1.0,1.105,2.405,1.93,2.88,2.405,2.12,2.12,2.12,2.12,0.75,0.84,0.66,0.75,8.89,8.89,8.89,8.89,19.76,19.76,19.76,19.76,,,,,,,,,,,,,,,,,,,,,3.37,3.37,3.37,3.37,0.75,0.75,0.75,0.75,9.61,21.45,6.91,0.47,2.0,1.0,0.75,1.25,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0
Region XI ,Mullet ,0.17,0.17,0.17,0.17,,,,,,,,,,,,,,,,,0.28500000000000003,0.26,0.31,0.28500000000000003,0.03,0.03,0.03,0.03,,,,,3.8800000000000003,1.4,0.24,10.0,1.89,1.89,1.89,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,37.6,7.47,5.33,0.58,16.07,19.48,176.5,0.5,1.0,0.1,5.66,0.625,1.0,0.625,0.25,,,,,,,,
Region XI ,Parrot fish ,,,,,,,,,0.21,0.21,0.21,0.21,,,,,,,,,0.42,0.42,0.42,0.42,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.3,0.3,0.56,1.9200000000000002,4.9,0.3,0.5666666666666667,0.47,0.51,0.72,1.69,3.15,0.23,1.69,0.51,5.09,0.61,0.39,,,,,,,,,,,,
Region XI ,Porgies ,,,,,0.4,0.4,0.4,0.4,1.08,0.08,1.22,0.28,2.5300000000000002,3.19,1.87,2.5300000000000002,1.68,1.68,1.68,1.68,1.7349999999999999,0.47,1.7349999999999999,3.0,0.29,0.29,0.29,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.72,0.72,0.72,,,,,,,,,,,,,,,,,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,
Region XI ,Round herring ,1.8499999999999999,0.95,2.8,1.8,,,,,,,,,,,,,,,,,15.2,15.2,15.2,15.2,,,,,3.7,3.7,3.7,3.7,,,,,2.97,2.97,2.97,2.97,,,,,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.72,7.25,8.123333333333333,6.4,53.12,35.7,30.0,39.60666666666666,50.0,38.0,48.0,44.0,49.0,38.0,56.0,98.0
Region XI ,Roundscad ,95.45,242.1,299.32,246.45,195.07,238.82,201.89,191.48,156.47,300.61,142.14,211.82,100.33,141.75,191.05,101.62,108.94,85.65,121.16,38.57,144.66,46.39,65.8,42.43,156.76,139.25,202.27,145.32,168.99,234.7,303.82,428.17,168.42,200.38,98.28,195.87,205.21,231.92,96.24,226.07,429.32,364.69,259.74,282.02,370.55,417.05,632.51,562.85,465.3,722.71,515.75,1086.67,526.69,629.58,727.36,630.1,603.44,717.61,778.92,317.6,646.28,297.62,627.43,414.87,927.07,334.82,446.33,684.26,939.23,470.92,413.07,400.19,372.54,440.98,481.48,882.73,601.18,387.44,339.45,410.92,711.36,600.99,810.1,614.37,730.0,611.0,804.0,628.0,1061.0,582.0,825.0,889.0
Region XI ,Siganid ,1.67,1.54,1.8,1.67,,,,,0.01,0.01,0.01,0.01,,,,,,,,,4.2,0.46,2.33,2.33,0.37,0.37,0.37,0.37,,,,,2.1199999999999997,1.84,0.96,3.56,156.0,156.0,156.0,156.0,102.69,10.38,102.69,195.0,382.6,382.6,382.6,382.6,,,,,0.96,0.53,0.745,0.745,0.65,0.65,0.65,0.65,0.49,5.41,5.41,10.33,0.37,0.37,0.37,0.37,36.605,71.61,1.6,36.605,0.89,27.51,10.3,134.5,2.7,8.05,1.2,4.87,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,,,,
Region XI ,Skipjack ,570.25,394.28,108.31,41.41,61.77,41.29,25.93,264.08,33.64,32.43,25.06,55.29,25.93,47.48,15.21,52.49,48.48,26.22,26.61,38.81,65.35,50.42,33.98,39.28,87.9,27.32,62.1,467.85,81.22,17.07,82.53,350.87,36.71,79.14,43.43,173.53,107.43,154.31,42.44,181.74,115.52,194.48,115.01,174.23,102.64,151.56,44.28,84.09,186.82,246.02,147.34,295.18,377.84,187.23,204.91,413.28,516.24,380.95,189.14,136.14,454.94,171.59,233.25,293.77,388.82,257.73,314.4,510.25,405.87,286.42,366.14,1143.59,144.51,228.14,144.59,303.02,54.17,106.45,87.92,260.03,31.75,34.07,33.65,38.78,38.0,36.0,38.0,37.0,44.0,37.0,49.0,44.0
Region XI ,Slipmouth ,,,,,4.69,4.69,4.69,4.69,,,,,,,,,4.0,4.0,4.0,4.0,0.41,0.41,0.41,0.41,0.15,0.41,0.03,1.05,0.5,0.5,0.5,0.5,4.633333333333334,7.37,0.21,6.32,2.5,2.5,2.5,2.5,60.3,47.48,2.44,36.74,6.89,6.89,6.89,6.89,5.926666666666667,6.6,3.58,7.6,,,,,,,,,,,,,8.559999999999999,13.87,8.559999999999999,3.25,1.065,1.49,0.64,1.065,0.46,0.62,0.78,0.62,3.04,0.25,5.83,3.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,
Region XI ,Snapper ,,,,,0.33,0.26,0.26,0.19,1.28,1.28,1.28,1.28,,,,,1.07,0.89,1.07,1.25,1.02,1.02,1.02,1.02,0.34,0.53,0.87,0.5800000000000001,6.39,6.39,6.39,6.39,9.32,23.18,12.496666666666668,4.99,2.1033333333333335,1.87,3.41,1.03,1.24,5.53,7.29,1.06,40.31,40.31,40.31,40.31,,,,,,,,,,,,,,,,,,,,,0.06,1.92,1.92,3.78,1.69,0.3,0.33,0.02,0.97,0.03,0.9433333333333334,1.83,4.0,2.71,1.3,0.75,4.0,3.0,4.0,2.0,4.0,3.0,4.0,7.0
Region XI ,Spanish mackerel ,0.78,7.95,0.73,0.16,0.61,3.02,2.82,5.32,0.63,0.79,0.94,0.85,0.03,0.1,0.065,0.065,2.15,0.05,2.65,0.03,4.81,1.58,1.35,0.15,9.22,1.69,1.03,1.83,1.68,2.02,2.98,8.46,0.45,24.39,0.63,8.49,0.46,21.95,4.3,8.903333333333334,17.35,13.1,2.22,10.89,2.18,2.95,1.27,2.1333333333333333,0.25,0.27,5.2,4.4,10.11,5.8549999999999995,5.8549999999999995,1.6,3.39,0.34,0.93,4.98,17.25,0.58,0.73,2.9,2.94,10.53,1.43,1.66,5.99,16.52,20.91,13.9,4.81,75.11,71.88,66.29,6.46,10.19,5.16,16.64,2.35,2.32,2.86,2.28,2.0,1.0,1.0,2.0,1.0,1.3333333333333333,1.0,2.0
Region XI ,Squid ,5.3,0.51,1.42,0.68,0.62,6.23,2.17,3.78,14.57,4.26,1.69,7.2,6.61,16.57,5.04,2.82,9.11,2.89,5.456666666666667,4.37,8.68,5.75,3.0,7.38,25.62,1.32,24.35,1.93,71.5,2.2,39.65,93.02,30.15,7.18,17.34,5.27,12.1,11.47,36.71,189.42,47.89,49.97,16.52,236.3,16.54,84.58,84.09,380.42,218.22,293.23,164.53,635.17,337.61,291.73,109.32,199.71,284.98,399.22,122.27,117.94,64.82,147.93,95.27,110.97,528.75,71.56,91.01,240.9,126.69,120.06,35.02,373.95,4.0,84.14,42.32,149.41,8.15,2.82,27.42,7.77,6.88,4.1,2.51,1.5,5.0,2.0,6.0,2.0,2.0,1.0,3.0,2.0
Region XI ,Threadfin bream ,0.27,0.27,0.27,0.27,5.8,5.8,5.8,5.8,0.04,0.04,0.04,0.04,,,,,,,,,,,,,,,,,,,,,,,,,9.3,3.25,6.275,6.275,5.425,5.425,9.0,1.85,,,,,,,,,,,,,,,,,,,,,,,,,2.37,2.37,2.37,2.37,,,,,,,,,0.5,0.5,0.5,0.5,,,,,,,,
Region XI ,Yellowfin tuna ,47.68,629.16,839.86,932.67,313.6,427.11,785.5,581.33,28.16,995.46,366.98,614.49,62.66,73.45,43.14,90.76,114.83,96.28,60.62,68.88,176.37,324.37,217.63,192.2,100.82,173.83,136.14,67.56,94.1,213.69,156.32,201.12,323.5,203.89,262.2,445.37,282.13,280.78,283.67,386.71,246.54,385.64,537.68,799.77,612.32,1052.92,814.85,884.7,253.15,537.12,677.71,327.19,782.02,806.2,204.96,240.15,392.35,931.42,582.65,777.27,551.51,547.04,309.55,328.66,558.62,1140.44,460.51,526.22,565.39,938.27,1430.74,1278.75,630.7,827.49,1087.55,881.34,501.51,543.67,1093.87,1345.08,895.85,747.3,993.01,967.86,885.0,2139.0,1696.0,949.0,507.0,213.0,372.0,1677.0
Region XI ,Others,76.83,183.3,108.26,310.83,277.46,397.29,387.24,392.64,64.93,391.45,218.17,624.35,39.2,146.91,175.8,230.35,37.1,62.29,7.32,17.94,64.33,48.95,50.99,37.93,36.22,66.83,36.19,343.44,31.41,63.96,61.31,79.64,107.15,122.5,64.5,210.74,120.85,292.69,115.09,374.14,220.45,260.21,142.34,463.99,428.48,573.09,416.22,802.86,101.5,248.62,306.15,96.62,203.41,190.11,258.75,143.54,247.72,263.59,294.43,309.3,250.12,348.43,383.53,304.33,117.75,61.52,178.78,410.17,301.37,374.64,101.09,92.94,163.86,326.28,291.62,281.13,41.44,165.06,517.66,250.31,377.43,245.84,91.54,113.03,53.0,59.0,373.0,193.0,154.0,1143.0,1869.0,38.0
Region XII ,Acetes ,0.12,0.12,0.12,0.12,,,,,0.05,0.05,0.05,0.05,0.31,0.04,0.02,0.12333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,209.0,207.0,180.0,198.66666666666666
Region XII ,Anchovies ,0.27,0.27,0.27,0.27,,,,,,,,,0.05,0.11499999999999999,0.18,0.11499999999999999,0.1,0.45,2.57,1.04,73.79,2.68,38.23500000000001,38.23500000000001,,,,,0.44500000000000006,0.55,0.34,0.44500000000000006,58.64,19.91,39.275,39.275,21.18,25.97,5.5,51.23,151.58,147.6,69.89,65.92,148.73,136.08,197.68,158.66,211.25,310.62,195.41,96.4,27.89,6.98,10.96,88.45,32.94,21.24,31.53,24.07,16.7,43.01,63.78,13.19,,,,,,,,,,,,,13.05,12.47,12.760000000000002,12.760000000000002,155.96,54.67,33.48,0.5,568.0,145.0,37.0,4.0,5647.0,1485.0,387.0,315.0
Region XII ,Big-eyed scad ,57.02,17.13,68.1,72.83,59.86,139.32,192.35,258.15,84.15,70.62,122.18,143.74,47.27,46.82,58.15,66.83,38.64,44.44,95.62,81.15,400.91,841.3,91.74,64.4,384.23,488.0,384.63,576.69,413.05,488.36,393.91,507.82,176.84,386.85,464.8,525.61,303.06,218.04,279.85,329.69,585.85,515.81,468.54,504.8,348.02,474.19,472.31,424.25,408.0,403.42,447.89,308.36,304.26,346.36,485.67,459.25,312.11,398.48,344.34,302.25,271.24,247.7,237.12,249.91,226.16,152.84,121.66,177.04,252.01,197.94,134.4,139.28,216.54,164.89,124.69,115.9,238.06,154.68,125.7,118.2,105.08,105.2,160.42,121.29,356.0,401.0,114.0,117.0,1083.0,1241.0,86.0,257.0
Region XII ,Bigeye tuna ,44.74,160.19,369.47,182.62,47.11,31.45,48.36,37.19,51.12,13.34,25.19,41.63,31.07,19.11,14.83,50.95,14.4,145.66,75.24,31.06,48.08,36.13,12.82,59.5,3486.82,4864.94,4385.12,3981.24,1054.19,4129.45,4596.41,3661.01,63.78,425.9,861.25,393.1,56.66,7.82,66.59,99.73,66.12,97.47,91.52,111.77,65.52,69.08,93.34,69.72,85.45,81.08,84.52,70.66,50.62,58.65,40.44,77.1,60.35,117.9,64.34,82.35,102.48,237.07,58.81,115.98,187.25,178.83,96.62,122.8,930.0,2483.49,955.59,278.05,793.9,501.47,1103.77,932.66,789.1,318.06,306.14,1071.68,,,,,,,,,,,,
Region XII ,Blue crab ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.3,1.3,1.3,1.05,1.05,1.05,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9533333333333335,0.93,0.93,1.0,6.0,13.0,5.0,8.0,5.0,5.0,5.0,5.0
Region XII ,Caesio ,,,,,2.33,2.33,2.33,2.33,,,,,0.64,11.09,21.54,11.09,0.39,0.92,0.655,0.655,2.21,1.84,0.42,1.49,0.06,0.06,0.06,0.06,,,,,0.56,0.56,0.56,0.56,7.68,3.53,1.46,1.45,9.02,6.31,8.55,4.75,2.7,7.29,7.17,7.59,6.01,4.2,5.59,0.98,5.41,6.41,10.03,10.65,4.92,40.52,3.07,3.45,2.34,8.81,4.3,3.06,11.7,7.7,11.7,13.5,8.5,13.13,13.976666666666668,20.3,1.5,1.1,1.3,1.3,,,,,1.0,1.0,1.0,1.0,7.0,13.0,3.0,7.666666666666667,2.0,2.0,2.0,2.0
Region XII ,Cavalla ,0.07,0.07,0.07,0.07,0.030000000000000002,0.01,0.030000000000000002,0.05,0.45,0.965,1.48,0.965,0.12,0.25,3.25,0.15,0.57,1.04,0.76,0.79,2.39,4.24,2.7933333333333334,1.75,3.05,8.5,0.48,37.28,0.5,2.65,3.6,4.73,0.07,0.74,323.11,2.09,13.5,5.343333333333334,0.61,1.92,4.59,9.95,5.18,5.65,5.12,5.49,3.48,2.72,6.77,0.93,6.76,5.02,1.97,5.5,7.02,9.76,6.13,3.85,0.1,3.36,1.08,6.81,4.9,4.2,14.52,7.35,12.0,14.71,8.5,2.0,8.46,8.6,6.25,2.0,4.125,4.125,8.75,6.3,4.07,5.0,7.07,20.07,0.95,2.72,31.0,50.0,7.0,3.0,22.0,16.0,14.0,18.0
Region XII ,Crevalle ,0.22,1.08,3.03,0.68,0.75,0.27,8.86,6.9,1.0,2.893333333333333,3.69,3.99,0.06,3.74,6.45,3.4166666666666665,5.54,7.01,0.35,0.15,2.45,1.37,0.14,7.21,,,,,0.67,0.67,0.78,0.56,,,,,,,,,2.12,1.27,1.43,0.31,0.305,0.305,0.1,0.51,0.13,0.6566666666666667,1.24,0.6,2.533333333333333,1.05,0.79,5.76,1.7,0.1,0.9,0.9,1.43,0.3,2.85,1.82,2.39,2.39,2.39,2.39,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0
Region XII ,Eastern little tuna ,394.52,175.08,36.0,26.65,14.08,69.28,17.16,49.87,13.3,36.58,4.25,15.11,6.94,6.26,7.94,5.55,0.06,0.52,6.12,19.6,21.93,12.39,11.38,17.56,28.48,38.68,39.52,17.69,82.33,102.21,5.33,126.35,36.54,57.9,1468.03,468.83,51.15,42.16,6.58,2.14,167.9,352.87,80.02,107.97,569.01,177.57,194.99,145.67,107.39,189.4,181.44,1034.1,145.28,115.95,100.77,114.28,63.45,336.14,95.4,86.26,82.99,85.57,70.75,138.72,152.27,229.68,655.55,263.04,1884.03,3950.43,1962.87,2761.29,4198.74,3527.76,937.84,1065.62,4282.02,4204.12,4200.5,4723.2,45.0,48.8,3613.27,2412.0,425.0,391.0,668.0,1069.0,257.0,326.0,228.0,301.0
Region XII ,Fimbriated sardines ,0.9,0.9,0.9,0.9,0.18,0.59,0.59,1.0,0.43,0.43,0.43,0.43,14.0,14.0,14.0,14.0,9.34,2.11,5.263333333333333,4.34,138.91,0.4,46.74666666666667,0.93,63.36,107.16,107.16,150.96,0.16,0.16,0.16,0.16,68.22,76.36333333333333,1.42,159.45,67.66,145.63333333333333,151.63,217.61,33.093333333333334,0.1,0.16,99.02,3.85,4.6,0.18,0.65,27.16,25.865000000000002,25.865000000000002,24.57,0.05,14.113333333333332,0.14,42.15,1.7433333333333332,1.89,3.2,0.14,,,,,,,,,,,,,,,,,,,,,132.0,252.5,45.95,143.48333333333332,3.0,289.0,188.0,47.0,3.0,3.0,3.0,3.0
Region XII ,Flying fish ,6.05,13.51,3.9,7.819999999999999,3.96,3.86,3.53,2.23,7.45,8.19,3.23,8.59,14.03,18.8,5.28,3.58,20.09,66.71,4.84,25.6,241.99,364.76,21.95,27.88,231.77,308.24,130.26,250.71,240.44,214.34,184.1,208.38,247.72,310.83,167.78,180.91,333.43,233.3,98.45,123.11,128.21,117.66,87.79,227.06,231.74,339.72,124.62,84.72,266.44,248.82,133.95,207.11,169.09,183.75,116.3,267.04,164.28,364.95,224.46,161.46,271.4,280.31,110.57,89.32,248.74,174.77,74.51,253.94,237.2,394.7,292.22,218.17,319.56,235.64,261.89,191.36,392.84,461.35,78.56,143.79,396.82,512.67,2464.0,610.0,2268.0,1897.0,1411.0,277.0,1712.0,1733.0,1478.0,1121.0
Region XII ,Frigate tuna ,1571.24,1325.69,760.62,281.42,283.79,251.31,400.4,1668.74,415.46,765.95,167.77,48.26,528.36,267.44,458.82,168.52,346.27,768.41,244.51,346.62,939.82,1410.6,788.84,518.0,1620.45,1468.55,625.9,1310.64,2824.72,1160.4,990.74,782.7,3811.26,4000.31,2836.29,2092.65,1318.68,266.61,1495.96,2728.23,1470.17,2665.82,1484.96,1041.15,1200.99,1837.56,1312.83,1053.65,2131.37,1296.37,1362.35,1702.08,1146.38,833.76,954.93,1128.89,1250.68,3079.42,2247.75,1558.05,2360.98,1157.93,1531.21,1294.84,3736.79,3306.18,3659.8,2180.7,9269.21,12119.71,10164.53,11420.18,6562.05,9042.19,13060.04,13861.94,8560.24,8251.77,16225.51,10292.56,21666.52,17958.82,20327.98,20212.74,13925.0,14932.0,12818.0,11883.0,5804.0,9681.0,13885.0,15243.0
Region XII ,Goatfish ,1.26,0.02,0.64,0.64,17.55,17.55,17.55,17.55,,,,,,,,,0.03,1.37,0.7000000000000001,0.7000000000000001,0.88,25.9,0.02,8.933333333333332,65.41,75.55,64.26,105.49,0.14,108.43,62.44,105.36,1.425,1.425,0.39,2.46,9.79,9.79,9.79,9.79,2.77,1.15,1.96,1.63,3.26,3.16,2.25,8.98,0.95,2.1,2.4,2.73,5.5,2.77,3.7,9.14,2.4,0.68,1.54,1.54,4.14,2.85,3.19,4.12,3.37,5.6,4.1899999999999995,3.6,8.1,4.2,5.8,5.1,,,,,1.0,1.0,1.0,1.0,3.0,13.07,1.03,1.0,3.0,5.0,4.0,1.0,39.0,1.0,13.0,2.0
Region XII ,Grouper ,0.16,0.16,0.16,0.16,0.10333333333333333,0.06,0.09,0.16,0.23,0.23,0.23,0.23,0.04,0.04,0.04,0.04,0.11,0.06,0.13333333333333333,0.23,1.56,2.52,0.34,0.07,1.06,0.8833333333333334,0.3,1.29,98.38,11.01,5.27,4.42,100.81,139.81,121.28,145.18,30.56,32.77,51.97,80.94,36.17,54.03,51.0,48.81,49.42,86.94,102.46,30.56,60.78,90.54,49.98,115.15,35.33,89.33,49.98,47.46,67.71,128.82,44.72,34.42,46.93,132.28,68.26,40.42,43.46,126.2,54.55,52.46,46.9,141.23,47.45,41.41,46.89,153.31,47.35,40.42,57.17,60.52,53.85,41.05,2.0,17.12,13.88,6.08,26.0,29.0,21.0,2.0,65.0,60.0,53.0,71.0
Region XII ,Hairtail ,,,,,0.01,0.02,0.015,0.015,0.05,0.06,0.055,0.055,1.565,1.565,1.09,2.04,0.39,0.39,0.39,0.39,1.38,5.63,1.62,2.8766666666666665,6.996666666666666,17.5,0.79,2.7,,,,,1.0,0.17,6.03,1.47,0.62,0.62,0.62,0.62,3.21,6.91,3.01,0.13,1.79,1.49,1.51,1.43,0.76,0.15,0.88,1.91,0.2,1.4000000000000001,1.08,2.92,0.47333333333333333,0.66,0.31,0.45,0.26,0.04,0.45,0.66,0.47,0.06,0.265,0.265,,,,,4.67,2.0,3.335,3.335,1.0,1.8,1.8,1.5333333333333332,2.0,3.0,2.0,2.3333333333333335,10.0,18.0,2.0,1.0,5.0,4.0,4.0,2.0
Region XII ,Indian mackerel ,,,,,1.3,1.3,1.3,1.3,3.5,3.5,3.5,3.5,1.15,2.05,3.02,0.71,2.21,2.21,2.21,2.21,29.93,44.54,7.57,27.346666666666664,25.2,57.79,10.6,12.91,21.13,63.21,24.8,10.47,20.37,49.38,19.9,14.88,14.79,39.54,23.87,9.14,33.87,64.17,32.69,22.52,25.85,105.87,39.41,27.31,33.49,98.78,25.49,25.48,38.91,93.93,27.1,22.57,48.58,120.0,27.7,32.25,49.65,113.88,28.18,35.26,41.51,106.89,30.01,39.94,55.87,111.2,32.24,32.81,48.39,80.38,29.71,63.82,53.0,30.08,31.8,27.9,8.06,13.39,15.27,4.2,62.0,80.0,13.0,3.0,577.0,15.0,194.0,79.0
Region XII ,Bali sardinella ,,,,,2.1199999999999997,1.1,1.66,3.6,0.6,0.6,0.6,0.6,1.53,1.53,1.53,1.53,0.44,1.79,1.115,1.115,88.08,142.25,15.6,1.85,128.79,71.31,58.12,23.62,226.21,199.17,162.52,336.49,34.08,101.08,125.96,63.26,53.67,84.78999999999999,101.85,98.85,53.15,56.45,57.96,31.55,47.46,35.13,58.18,61.87,28.15,27.69,5.01,6.74,5.3,41.02,2.97,4.3,34.05,89.44,60.44,9.1,9.71,8.11,3.24,7.94,161.19,24.08,7.63,11.91,59.98,16.49,27.74,20.3,5.0,4.62,53.08,15.9,28.5,11.2,10.1,6.0,60.73,50.6,11.95,0.62,323.0,1650.0,54.0,29.0,550.0,3671.0,228.0,472.0
Region XII ,Indo-pacific mackerel ,,,,,,,,,,,,,8.166666666666666,5.0,10.0,9.5,9.0,9.0,9.0,9.0,,,,,,,,,1.87,0.94,1.41,1.29,1.96,16.28,1.86,1.34,1.93,2.26,2.05,1.35,2.0,2.75,3.25,3.09,2.3,2.183333333333333,2.5,1.75,1.425,1.425,1.37,1.48,1.38,1.38,1.38,1.38,1.49,1.49,1.49,1.49,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,2.0,3.3333333333333335,146.0,3.0,32.0,2.0
Region XII ,Mullet ,,,,,,,,,,,,,,,,,,,,,1.52,1.43,1.475,1.475,,,,,,,,,1.43,1.43,1.43,1.43,,,,,2.04,2.45,1.3,2.08,1.86,2.84,3.6,2.17,2.72,4.96,4.85,0.82,2.3,5.623333333333334,6.82,7.75,0.41500000000000004,0.41500000000000004,0.33,0.5,2.49,1.9,4.06,0.9,2.03,2.075,2.075,2.12,6.36,6.36,6.36,6.36,,,,,,,,,6.0,11.0,1.0,6.0,1.0,3.0,3.0,2.3333333333333335,1.0,1.0,1.0,1.0
Region XII ,Parrot fish ,,,,,,,,,,,,,,,,,0.14,0.14,0.14,0.14,10.56,21.48,0.93,10.99,7.43,8.45,6.66,8.37,2.77,8.94,9.85,8.05,0.18,1.59,1.59,3.0,3.51,2.8666666666666667,0.39,4.7,7.1,9.5,8.0,9.13,2.11,5.01,2.54,3.77,11.98,4.96,5.38,2.41,7.79,11.61,1.23,19.5,3.0,0.78,3.25,3.1,4.14,4.2,9.55,5.25,8.29,11.196666666666667,13.05,12.25,10.5,20.8,14.493333333333334,12.18,,,,,,,,,2.0,2.0,1.0,1.6666666666666667,10.0,16.0,5.0,10.333333333333334,1.0,1.0,1.0,1.0
Region XII ,Porgies ,0.39,0.39,0.39,0.39,,,,,,,,,,,,,,,,,0.57,1.12,0.845,0.845,4.32,4.57,0.19,0.6,0.4,3.6266666666666665,6.34,4.14,1.21,1.055,1.055,0.9,3.97,2.5833333333333335,1.43,2.35,5.69,7.62,3.25,11.02,3.9,7.02,4.41,6.71,9.31,7.76,9.33,4.53,4.41,4.74,8.91,8.17,4.25,5.35,2.13,3.13,4.47,10.2,6.19,4.66,7.86,6.33,6.33,4.8,,,,,,,,,,,,,,,,,4.0,6.0,1.0,3.6666666666666665,4.0,1.0,1.0,3.0
Region XII ,Round herring ,,,,,,,,,,,,,,,,,,,,,56.57,56.57,56.57,56.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,24.0,8.0,11.0,,,,
